date,value
23-12-2019 15:27,2853
24-12-2019 15:27,2881
25-12-2019 15:27,2823
26-12-2019 15:27,2837
27-12-2019 15:27,2877
28-12-2019 15:27,2849
29-12-2019 15:27,2863
30-12-2019 15:27,2835
31-12-2019 15:27,2892
01-01-2020 15:27,2865
02-01-2020 15:27,2861
03-01-2020 15:27,2871
04-01-2020 15:27,2883
05-01-2020 15:27,2909
06-01-2020 15:27,2905
07-01-2020 15:27,2892
08-01-2020 15:27,2841
09-01-2020 15:27,2858
10-01-2020 15:27,2876
11-01-2020 15:27,2886
12-01-2020 15:27,2893
13-01-2020 15:27,2901
14-01-2020 15:27,2881
15-01-2020 15:27,2865
16-01-2020 15:27,2935
17-01-2020 15:27,2856
18-01-2020 15:27,2856
19-01-2020 15:27,2967
20-01-2020 15:27,2878
21-01-2020 15:27,2949
22-01-2020 15:27,2910
23-01-2020 15:27,2927
24-01-2020 15:27,2894
25-01-2020 15:27,2926
26-01-2020 15:27,2941
27-01-2020 15:27,2914
28-01-2020 15:27,2977
29-01-2020 15:27,2919
30-01-2020 15:27,2968
31-01-2020 15:27,2927
01-02-2020 15:27,2927
02-02-2020 15:27,2958
03-02-2020 15:27,2962
04-02-2020 15:27,2968
05-02-2020 15:27,2911
06-02-2020 15:27,2965
07-02-2020 15:27,2923
08-02-2020 15:27,2982
09-02-2020 15:27,2963
10-02-2020 15:27,2962
11-02-2020 15:27,2909
12-02-2020 15:27,2973
13-02-2020 15:27,2982
14-02-2020 15:27,2991
15-02-2020 15:27,2905
16-02-2020 15:27,3003
17-02-2020 15:27,2973
18-02-2020 15:27,2958
19-02-2020 15:27,2986
20-02-2020 15:27,3019
21-02-2020 15:27,2951
22-02-2020 15:27,3030
23-02-2020 15:27,2995
24-02-2020 15:27,2977
25-02-2020 15:27,3002
26-02-2020 15:27,3055
27-02-2020 15:27,2991
28-02-2020 15:27,3061
29-02-2020 15:27,2956
01-03-2020 15:27,3031
02-03-2020 15:27,3062
03-03-2020 15:27,3002
04-03-2020 15:27,2999
05-03-2020 15:27,3021
06-03-2020 15:27,2999
07-03-2020 15:27,2995
08-03-2020 15:27,2985
09-03-2020 15:27,3060
10-03-2020 15:27,2972
11-03-2020 15:27,3011
12-03-2020 15:27,3073
13-03-2020 15:27,3066
14-03-2020 15:27,3063
15-03-2020 15:27,3070
16-03-2020 15:27,3042
17-03-2020 15:27,3012
18-03-2020 15:27,3057
19-03-2020 15:27,3028
20-03-2020 15:27,3057
21-03-2020 15:27,3076
22-03-2020 15:27,3104
23-03-2020 15:27,2999
24-03-2020 15:27,3076
25-03-2020 15:27,3068
26-03-2020 15:27,3081
27-03-2020 15:27,3104
28-03-2020 15:27,3049
29-03-2020 15:27,3056
30-03-2020 15:27,3149
31-03-2020 15:27,3085
01-04-2020 15:27,3065
02-04-2020 15:27,3120
03-04-2020 15:27,3036
04-04-2020 15:27,3096
05-04-2020 15:27,3095
06-04-2020 15:27,3080
07-04-2020 15:27,3133
08-04-2020 15:27,3148
09-04-2020 15:27,3143
10-04-2020 15:27,3115
11-04-2020 15:27,3116
12-04-2020 15:27,3061
13-04-2020 15:27,3102
14-04-2020 15:27,3093
15-04-2020 15:27,3149
16-04-2020 15:27,3069
17-04-2020 15:27,3041
18-04-2020 15:27,3063
19-04-2020 15:27,3148
20-04-2020 15:27,3154
21-04-2020 15:27,3104
22-04-2020 15:27,3100
23-04-2020 15:27,3113
24-04-2020 15:27,3099
25-04-2020 15:27,3127
26-04-2020 15:27,3151
27-04-2020 15:27,3108
28-04-2020 15:27,3094
29-04-2020 15:27,3152
30-04-2020 15:27,3165
01-05-2020 15:27,3139
02-05-2020 15:27,3190
03-05-2020 15:27,3086
04-05-2020 15:27,3136
05-05-2020 15:27,3104
06-05-2020 15:27,3126
07-05-2020 15:27,3158
08-05-2020 15:27,3158
09-05-2020 15:27,3116
10-05-2020 15:27,3147
11-05-2020 15:27,3147
12-05-2020 15:27,3179
13-05-2020 15:27,3115
14-05-2020 15:27,3185
15-05-2020 15:27,3157
16-05-2020 15:27,3091
17-05-2020 15:27,3102
18-05-2020 15:27,3185
19-05-2020 15:27,3085
20-05-2020 15:27,3152
21-05-2020 15:27,3110
22-05-2020 15:27,3103
23-05-2020 15:27,3145
24-05-2020 15:27,3133
25-05-2020 15:27,3126
26-05-2020 15:27,3085
27-05-2020 15:27,3182
28-05-2020 15:27,3193
29-05-2020 15:27,3126
30-05-2020 15:27,3181
31-05-2020 15:27,3160
01-06-2020 15:27,3143
02-06-2020 15:27,3166
03-06-2020 15:27,3087
04-06-2020 15:27,3186
05-06-2020 15:27,3161
06-06-2020 15:27,3143
07-06-2020 15:27,3173
08-06-2020 15:27,3148
09-06-2020 15:27,3136
10-06-2020 15:27,3123
11-06-2020 15:27,3121
12-06-2020 15:27,3153
13-06-2020 15:27,3161
14-06-2020 15:27,3119
15-06-2020 15:27,3194
16-06-2020 15:27,3176
17-06-2020 15:27,3143
18-06-2020 15:27,3151
19-06-2020 15:27,3130
20-06-2020 15:27,3177
21-06-2020 15:27,3126
22-06-2020 15:27,3148
23-06-2020 15:27,3129
24-06-2020 15:27,3108
25-06-2020 15:27,3107
26-06-2020 15:27,3113
27-06-2020 15:27,3187
28-06-2020 15:27,3138
29-06-2020 15:27,3091
30-06-2020 15:27,3075
01-07-2020 15:27,3141
02-07-2020 15:27,3130
03-07-2020 15:27,3153
04-07-2020 15:27,3093
05-07-2020 15:27,3138
06-07-2020 15:27,3162
07-07-2020 15:27,3155
08-07-2020 15:27,3121
09-07-2020 15:27,3140
10-07-2020 15:27,3194
11-07-2020 15:27,3111
12-07-2020 15:27,3070
13-07-2020 15:27,3102
14-07-2020 15:27,3128
15-07-2020 15:27,3062
16-07-2020 15:27,3108
17-07-2020 15:27,3106
18-07-2020 15:27,3109
19-07-2020 15:27,3064
20-07-2020 15:27,3109
21-07-2020 15:27,3072
22-07-2020 15:27,3077
23-07-2020 15:27,3100
24-07-2020 15:27,3061
25-07-2020 15:27,3150
26-07-2020 15:27,3084
27-07-2020 15:27,3080
28-07-2020 15:27,3066
29-07-2020 15:27,3038
30-07-2020 15:27,3048
31-07-2020 15:27,3047
01-08-2020 15:27,3113
02-08-2020 15:27,3046
03-08-2020 15:27,3054
04-08-2020 15:27,3072
05-08-2020 15:27,2990
06-08-2020 15:27,3057
07-08-2020 15:27,3076
08-08-2020 15:27,3054
09-08-2020 15:27,3022
10-08-2020 15:27,3055
11-08-2020 15:27,3005
12-08-2020 15:27,3042
13-08-2020 15:27,3025
14-08-2020 15:27,3011
15-08-2020 15:27,3035
16-08-2020 15:27,3009
17-08-2020 15:27,2997
18-08-2020 15:27,3041
19-08-2020 15:27,3030
20-08-2020 15:27,2978
21-08-2020 15:27,3004
22-08-2020 15:27,2984
23-08-2020 15:27,3072
24-08-2020 15:27,2994
25-08-2020 15:27,3027
26-08-2020 15:27,3009
27-08-2020 15:27,2975
28-08-2020 15:27,3003
29-08-2020 15:27,2991
30-08-2020 15:27,2947
31-08-2020 15:27,2937
01-09-2020 15:27,2999
02-09-2020 15:27,3054
03-09-2020 15:27,3022
04-09-2020 15:27,3017
05-09-2020 15:27,3028
06-09-2020 15:27,2991
07-09-2020 15:27,2951
08-09-2020 15:27,2940
09-09-2020 15:27,2968
10-09-2020 15:27,2925
11-09-2020 15:27,2951
12-09-2020 15:27,2970
13-09-2020 15:27,2931
14-09-2020 15:27,2928
15-09-2020 15:27,2980
16-09-2020 15:27,2950
17-09-2020 15:27,2942
18-09-2020 15:27,3007
19-09-2020 15:27,2934
20-09-2020 15:27,2920
21-09-2020 15:27,2907
22-09-2020 15:27,2945
23-09-2020 15:27,2943
24-09-2020 15:27,2943
25-09-2020 15:27,2933
26-09-2020 15:27,2881
27-09-2020 15:27,2878
28-09-2020 15:27,2942
29-09-2020 15:27,2883
30-09-2020 15:27,2855
01-10-2020 15:27,2853
02-10-2020 15:27,2938
03-10-2020 15:27,2949
04-10-2020 15:27,2908
05-10-2020 15:27,2880
06-10-2020 15:27,2905
07-10-2020 15:27,2877
08-10-2020 15:27,2920
09-10-2020 15:27,2843
10-10-2020 15:27,2876
11-10-2020 15:27,2915
12-10-2020 15:27,2867
13-10-2020 15:27,2912
14-10-2020 15:27,2881
15-10-2020 15:27,2874
16-10-2020 15:27,2865
17-10-2020 15:27,2888
18-10-2020 15:27,2874
19-10-2020 15:27,2881
20-10-2020 15:27,2874
21-10-2020 15:27,2861
22-10-2020 15:27,2905
23-10-2020 15:27,2843
24-10-2020 15:27,2860
25-10-2020 15:27,2898
26-10-2020 15:27,2855
27-10-2020 15:27,2827
28-10-2020 15:27,2875
29-10-2020 15:27,2863
30-10-2020 15:27,2884
31-10-2020 15:27,2878
01-11-2020 15:27,2895
02-11-2020 15:27,2885
03-11-2020 15:27,2880
04-11-2020 15:27,2872
05-11-2020 15:27,2875
06-11-2020 15:27,2848
07-11-2020 15:27,2846
08-11-2020 15:27,2882
09-11-2020 15:27,2884
10-11-2020 15:27,2881
11-11-2020 15:27,2896
12-11-2020 15:27,2838
13-11-2020 15:27,2899
14-11-2020 15:27,2846
15-11-2020 15:27,2838
16-11-2020 15:27,2873
17-11-2020 15:27,2857
18-11-2020 15:27,2850
19-11-2020 15:27,2855
20-11-2020 15:27,2816
21-11-2020 15:27,2824
22-11-2020 15:27,2811
23-11-2020 15:27,2863
24-11-2020 15:27,2829
25-11-2020 15:27,2880
26-11-2020 15:27,2840
27-11-2020 15:27,2853
28-11-2020 15:27,2829
29-11-2020 15:27,2821
30-11-2020 15:27,2866
01-12-2020 15:27,2846
02-12-2020 15:27,2821
03-12-2020 15:27,2791
04-12-2020 15:27,2892
05-12-2020 15:27,2899
06-12-2020 15:27,2874
07-12-2020 15:27,2845
08-12-2020 15:27,2886
09-12-2020 15:27,2873
10-12-2020 15:27,2851
11-12-2020 15:27,2852
12-12-2020 15:27,2792
13-12-2020 15:27,2817
14-12-2020 15:27,2848
15-12-2020 15:27,2892
16-12-2020 15:27,2911
17-12-2020 15:27,2818
18-12-2020 15:27,2863
19-12-2020 15:27,2906
20-12-2020 15:27,2855
21-12-2020 15:27,2840
22-12-2020 15:27,2862
23-12-2020 15:27,2936
24-12-2020 15:27,2812
25-12-2020 15:27,2877
26-12-2020 15:27,2821
27-12-2020 15:27,2905
28-12-2020 15:27,2902
29-12-2020 15:27,2820
30-12-2020 15:27,2832
31-12-2020 15:27,2839
01-01-2021 15:27,2874
02-01-2021 15:27,2882
03-01-2021 15:27,2874
04-01-2021 15:27,2856
05-01-2021 15:27,2913
06-01-2021 15:27,2897
07-01-2021 15:27,2840
08-01-2021 15:27,2897
09-01-2021 15:27,2918
10-01-2021 15:27,2862
11-01-2021 15:27,2927
12-01-2021 15:27,2869
13-01-2021 15:27,2915
14-01-2021 15:27,2894
15-01-2021 15:27,2983
16-01-2021 15:27,2894
17-01-2021 15:27,2926
18-01-2021 15:27,2845
19-01-2021 15:27,2922
20-01-2021 15:27,2894
21-01-2021 15:27,2970
22-01-2021 15:27,2936
23-01-2021 15:27,2918
24-01-2021 15:27,2961
25-01-2021 15:27,2894
26-01-2021 15:27,2918
27-01-2021 15:27,2932
28-01-2021 15:27,2947
29-01-2021 15:27,2955
30-01-2021 15:27,2929
31-01-2021 15:27,2967
01-02-2021 15:27,2939
02-02-2021 15:27,2930
03-02-2021 15:27,2915
04-02-2021 15:27,2948
05-02-2021 15:27,2959
06-02-2021 15:27,2950
07-02-2021 15:27,2982
08-02-2021 15:27,3001
09-02-2021 15:27,2905
10-02-2021 15:27,2941
11-02-2021 15:27,2996
12-02-2021 15:27,2964
13-02-2021 15:27,2947
14-02-2021 15:27,2984
15-02-2021 15:27,2996
16-02-2021 15:27,2997
17-02-2021 15:27,3013
18-02-2021 15:27,3006
19-02-2021 15:27,3028
20-02-2021 15:27,2966
21-02-2021 15:27,3019
22-02-2021 15:27,2982
23-02-2021 15:27,2948
24-02-2021 15:27,2981
25-02-2021 15:27,3060
26-02-2021 15:27,2985
27-02-2021 15:27,2983
28-02-2021 15:27,3059
01-03-2021 15:27,2999
02-03-2021 15:27,3035
03-03-2021 15:27,2992
04-03-2021 15:27,3001
05-03-2021 15:27,3065
06-03-2021 15:27,3008
07-03-2021 15:27,3040
08-03-2021 15:27,3026
09-03-2021 15:27,3018
10-03-2021 15:27,3051
11-03-2021 15:27,3074
12-03-2021 15:27,3087
13-03-2021 15:27,3046
14-03-2021 15:27,3072
15-03-2021 15:27,3072
16-03-2021 15:27,2995
17-03-2021 15:27,3039
18-03-2021 15:27,3056
19-03-2021 15:27,3055
20-03-2021 15:27,3001
21-03-2021 15:27,3063
22-03-2021 15:27,3068
23-03-2021 15:27,3052
24-03-2021 15:27,3054
25-03-2021 15:27,3041
26-03-2021 15:27,3070
27-03-2021 15:27,3112
28-03-2021 15:27,3081
29-03-2021 15:27,3030
30-03-2021 15:27,3120
31-03-2021 15:27,3073
01-04-2021 15:27,3098
02-04-2021 15:27,3074
03-04-2021 15:27,3032
04-04-2021 15:27,3016
05-04-2021 15:27,3139
06-04-2021 15:27,3119
07-04-2021 15:27,3072
08-04-2021 15:27,3114
09-04-2021 15:27,3152
10-04-2021 15:27,3059
11-04-2021 15:27,3114
12-04-2021 15:27,3103
13-04-2021 15:27,3087
14-04-2021 15:27,3148
15-04-2021 15:27,3126
16-04-2021 15:27,3117
17-04-2021 15:27,3048
18-04-2021 15:27,3096
19-04-2021 15:27,3108
20-04-2021 15:27,3120
21-04-2021 15:27,3138
22-04-2021 15:27,3161
23-04-2021 15:27,3125
24-04-2021 15:27,3070
25-04-2021 15:27,3137
26-04-2021 15:27,3142
27-04-2021 15:27,3129
28-04-2021 15:27,3169
29-04-2021 15:27,3158
30-04-2021 15:27,3134
01-05-2021 15:27,3127
02-05-2021 15:27,3152
03-05-2021 15:27,3132
04-05-2021 15:27,3203
05-05-2021 15:27,3116
06-05-2021 15:27,3176
07-05-2021 15:27,3146
08-05-2021 15:27,3118
09-05-2021 15:27,3158
10-05-2021 15:27,3155
11-05-2021 15:27,3125
12-05-2021 15:27,3171
13-05-2021 15:27,3118
14-05-2021 15:27,3116
15-05-2021 15:27,3127
16-05-2021 15:27,3207
17-05-2021 15:27,3148
18-05-2021 15:27,3150
19-05-2021 15:27,3217
20-05-2021 15:27,3174
21-05-2021 15:27,3133
22-05-2021 15:27,3175
23-05-2021 15:27,3143
24-05-2021 15:27,3140
25-05-2021 15:27,3196
26-05-2021 15:27,3151
27-05-2021 15:27,3151
28-05-2021 15:27,3113
29-05-2021 15:27,3182
30-05-2021 15:27,3147
31-05-2021 15:27,3120
01-06-2021 15:27,3157
02-06-2021 15:27,3194
03-06-2021 15:27,3111
04-06-2021 15:27,3175
05-06-2021 15:27,3171
06-06-2021 15:27,3138
07-06-2021 15:27,3165
08-06-2021 15:27,3124
09-06-2021 15:27,3082
10-06-2021 15:27,3116
11-06-2021 15:27,3125
12-06-2021 15:27,3146
13-06-2021 15:27,3132
14-06-2021 15:27,3128
15-06-2021 15:27,3084
16-06-2021 15:27,3157
17-06-2021 15:27,3119
18-06-2021 15:27,3138
19-06-2021 15:27,3176
20-06-2021 15:27,3150
21-06-2021 15:27,3165
22-06-2021 15:27,3151
23-06-2021 15:27,3126
24-06-2021 15:27,3105
25-06-2021 15:27,3133
26-06-2021 15:27,3076
27-06-2021 15:27,3117
28-06-2021 15:27,3156
29-06-2021 15:27,3089
30-06-2021 15:27,3140
01-07-2021 15:27,3087
02-07-2021 15:27,3142
03-07-2021 15:27,3135
04-07-2021 15:27,3102
05-07-2021 15:27,3103
06-07-2021 15:27,3143
07-07-2021 15:27,3117
08-07-2021 15:27,3109
09-07-2021 15:27,3112
10-07-2021 15:27,3071
11-07-2021 15:27,3190
12-07-2021 15:27,3048
13-07-2021 15:27,3136
14-07-2021 15:27,3040
15-07-2021 15:27,3094
16-07-2021 15:27,3042
17-07-2021 15:27,3042
18-07-2021 15:27,3100
19-07-2021 15:27,3061
20-07-2021 15:27,3082
21-07-2021 15:27,3028
22-07-2021 15:27,3108
23-07-2021 15:27,3088
24-07-2021 15:27,3080
25-07-2021 15:27,3086
26-07-2021 15:27,3103
27-07-2021 15:27,3021
28-07-2021 15:27,3067
29-07-2021 15:27,3073
30-07-2021 15:27,3033
31-07-2021 15:27,3071
01-08-2021 15:27,3086
02-08-2021 15:27,3063
03-08-2021 15:27,3052
04-08-2021 15:27,3096
05-08-2021 15:27,3071
06-08-2021 15:27,3013
07-08-2021 15:27,3013
08-08-2021 15:27,3095
09-08-2021 15:27,3079
10-08-2021 15:27,3022
11-08-2021 15:27,3025
12-08-2021 15:27,2989
13-08-2021 15:27,3050
14-08-2021 15:27,3001
15-08-2021 15:27,3024
16-08-2021 15:27,3052
17-08-2021 15:27,2996
18-08-2021 15:27,2987
19-08-2021 15:27,3041
20-08-2021 15:27,3072
21-08-2021 15:27,3004
22-08-2021 15:27,2951
23-08-2021 15:27,2992
24-08-2021 15:27,3040
25-08-2021 15:27,2959
26-08-2021 15:27,3031
27-08-2021 15:27,2988
28-08-2021 15:27,3010
29-08-2021 15:27,3001
30-08-2021 15:27,3033
31-08-2021 15:27,2971
01-09-2021 15:27,2959
02-09-2021 15:27,3021
03-09-2021 15:27,2993
04-09-2021 15:27,2969
05-09-2021 15:27,2934
06-09-2021 15:27,2943
07-09-2021 15:27,2958
08-09-2021 15:27,2975
09-09-2021 15:27,2968
10-09-2021 15:27,2934
11-09-2021 15:27,2921
12-09-2021 15:27,2930
13-09-2021 15:27,2943
14-09-2021 15:27,2902
15-09-2021 15:27,2914
16-09-2021 15:27,2985
17-09-2021 15:27,2986
18-09-2021 15:27,2940
19-09-2021 15:27,2924
20-09-2021 15:27,2912
21-09-2021 15:27,2957
22-09-2021 15:27,2916
23-09-2021 15:27,2915
24-09-2021 15:27,2939
25-09-2021 15:27,2962
26-09-2021 15:27,2931
27-09-2021 15:27,2973
28-09-2021 15:27,2903
29-09-2021 15:27,2850
30-09-2021 15:27,2919
01-10-2021 15:27,2895
02-10-2021 15:27,2897
03-10-2021 15:27,2927
04-10-2021 15:27,2871
05-10-2021 15:27,2933
06-10-2021 15:27,2893
07-10-2021 15:27,2887
08-10-2021 15:27,2923
09-10-2021 15:27,2876
10-10-2021 15:27,2897
11-10-2021 15:27,2791
12-10-2021 15:27,2912
13-10-2021 15:27,2848
14-10-2021 15:27,2897
15-10-2021 15:27,2896
16-10-2021 15:27,2890
17-10-2021 15:27,2899
18-10-2021 15:27,2896
19-10-2021 15:27,2861
20-10-2021 15:27,2877
21-10-2021 15:27,2883
22-10-2021 15:27,2805
23-10-2021 15:27,2877
24-10-2021 15:27,2827
25-10-2021 15:27,2861
26-10-2021 15:27,2915
27-10-2021 15:27,2837
28-10-2021 15:27,2835
29-10-2021 15:27,2840
30-10-2021 15:27,2855
31-10-2021 15:27,2851
01-11-2021 15:27,2908
02-11-2021 15:27,2806
03-11-2021 15:27,2837
04-11-2021 15:27,2860
05-11-2021 15:27,2807
06-11-2021 15:27,2831
07-11-2021 15:27,2836
08-11-2021 15:27,2824
09-11-2021 15:27,2816
10-11-2021 15:27,2895
11-11-2021 15:27,2810
12-11-2021 15:27,2882
13-11-2021 15:27,2810
14-11-2021 15:27,2873
15-11-2021 15:27,2849
16-11-2021 15:27,2829
17-11-2021 15:27,2820
18-11-2021 15:27,2887
19-11-2021 15:27,2898
